10200,0
10201,0
10202,0
10203,0
10204,1
10205,1
10206,0
10207,0
10208,0
10209,0
10210,1
10211,1
10212,0
10213,0
10214,0
10215,0
10216,0
10217,0
10218,0
10219,0
10220,1
10221,0
10222,0
10223,0
10224,0
10225,0
10226,0
10227,1
10228,1
10229,0
10230,0
10231,0
10232,0
10233,0
10234,0
10235,1
10236,0
10237,1
10238,0
10239,1
10240,0
10241,0
10242,0
10243,0
10244,0
10245,0
10246,0
10247,1
10248,0
10249,0
10250,0
10251,1
10252,0
10253,0
10254,1
10255,0
10256,0
10257,1
10258,0
10259,1
10260,0
10261,0
10262,1
10263,0
10264,0
10265,1
10266,1
10267,0
10268,0
10269,0
10270,0
10271,1
10272,0
10273,0
10274,0
10275,1
10276,0
10277,0
10278,0
10279,0
10280,0
10281,1
10282,0
10283,0
10284,1
10285,0
10286,0
10287,0
10288,1
10289,0
10290,0
10291,0
10292,0
10293,1
10294,0
10295,0
10296,0
10297,1
10298,0
10299,0
10300,0
10301,1
10302,0
10303,0
10304,0
10305,1
10306,0
10307,0
10308,0
10309,0
10310,1
10311,0
10312,0
10313,0
10314,0
10315,0
10316,0
10317,0
10318,0
10319,0
10320,0
10321,0
10322,0
10323,0
10324,0
10325,1
10326,0
10327,1
10328,0
10329,0
10330,0
10331,0
10332,1
10333,0
10334,1
10335,1
10336,0
10337,0
10338,1
10339,0
10340,0
10341,0
10342,0
10343,0
10344,1
10345,0
10346,0
10347,1
10348,1
10349,0
10350,0
10351,1
10352,1
10353,0
10354,0
10355,0
10356,0
10357,1
10358,0
10359,0
10360,0
10361,0
10362,1
10363,0
10364,1
10365,0
10366,0
10367,0
10368,0
10369,0
10370,0
10371,1
10372,0
10373,0
10374,0
10375,0
10376,0
10377,0
10378,0
10379,0
10380,0
10381,0
10382,0
10383,0
10384,0
10385,0
10386,0
10387,1
10388,1
10389,0
10390,0
10391,1
10392,0
10393,0
10394,0
10395,0
10396,1
10397,0
10398,0
10399,1
10400,0
10401,0
10402,0
10403,0
10404,0
10405,0
10406,0
10407,0
10408,0
10409,0
10410,0
10411,0
10412,0
10413,0
10414,0
10415,0
10416,0
10417,0
10418,0
10419,0
10420,0
10421,0
10422,0
10423,0
10424,0
10425,1
10426,1
10427,0
10428,0
10429,0
10430,0
10431,1
10432,1
10433,1
10434,0
10435,1
10436,1
10437,1
10438,0
10439,0
10440,0
10441,0
10442,0
10443,0
10444,0
10445,1
10446,0
10447,0
10448,0
10449,1
10450,0
10451,0
10452,0
10453,1
10454,0
10455,0
10456,0
10457,1
10458,1
10459,0
10460,0
10461,0
10462,0
10463,0
10464,0
10465,1
10466,0
10467,0
10468,0
10469,0
10470,1
10471,0
10472,1
10473,0
10474,0
10475,0
10476,0
10477,0
10478,1
10479,1
10480,0
